time,speed_compact_summer_test1,speed_compact_summer_test2,speed_compact_summer_test3,speed_compact_summer_test4,speed_compact_summer_test5,speed_compact_allSeason_test1,speed_compact_allSeason_test2,speed_compact_allSeason_test3,speed_compact_allSeason_test4,speed_compact_allSeason_test5,speed_compact_winter_test1,speed_compact_winter_test2,speed_compact_winter_test3,speed_compact_winter_test4,speed_compact_winter_test5,speed_sedan_summer_test1,speed_sedan_summer_test2,speed_sedan_summer_test3,speed_sedan_summer_test4,speed_sedan_summer_test5,speed_sedan_allSeason_test1,speed_sedan_allSeason_test2,speed_sedan_allSeason_test3,speed_sedan_allSeason_test4,speed_sedan_allSeason_test5,speed_sedan_winter_test1,speed_sedan_winter_test2,speed_sedan_winter_test3,speed_sedan_winter_test4,speed_sedan_winter_test5,speed_suv_summer_test1,speed_suv_summer_test2,speed_suv_summer_test3,speed_suv_summer_test4,speed_suv_summer_test5,speed_suv_allSeason_test1,speed_suv_allSeason_test2,speed_suv_allSeason_test3,speed_suv_allSeason_test4,speed_suv_allSeason_test5,speed_suv_winter_test1,speed_suv_winter_test2,speed_suv_winter_test3,speed_suv_winter_test4,speed_suv_winter_test5
28.31,26.286,24.568,25.858,25.958,25.861,25.117,24.2,25.041,26.04,25.682,25.06,26.388,25.687,25.619,24.654,23.774,24.959,24.514,24.134,24.511,25.08,25.213,24.099,24.715,24.614,24.764,25.073,25.335,25.404,23.546,23.73,25.962,23.715,25.199,23.054,24.162,23.801,23.388,24.139,25.025,24.163,23.797,23.12,23.15,23.573
28.32,25.269,25.919,25.983,25.532,25.072,25.48,25.379,25.473,25.922,26.794,24.891,26.212,25.012,25.229,26.585,24.018,25.35,NaN,25.748,24.663,23.977,24.716,25.484,24.903,NaN,23.947,25.643,25.946,24.945,24.966,25.124,23.642,23.579,24.866,23.96,24.674,23.794,24.309,24.436,23.731,24.009,25.181,23.908,NaN,24.031
28.33,26.352,24.854,25.468,25.15,25.911,25.147,24.435,25.622,NaN,26.47,25.483,25.8,26.258,26.848,26.214,24.008,24.144,24.581,23.309,24.672,24.336,24.693,24.041,24.791,24.929,24.688,23.887,25.456,24.703,24.814,25.555,24.032,23.436,24.655,23.881,23.99,24.807,23.603,23.814,26.501,24.777,25.068,22.98,23.671,24.342
28.34,24.776,25.641,25.912,25.751,24.46,26.171,25.384,25.488,25.972,26.525,24.723,26.146,25.054,25.405,25.5,23.293,24.449,24.586,23.916,23.769,23.913,24.483,24.824,25.848,24.063,25.504,24.656,25.387,24.383,24.96,24.101,24.58,23.833,25.127,24.787,23.111,25.734,24.961,23.47,24.803,23.763,24.937,24.219,23.72,24.392
28.35,25.974,25.239,26.083,24.988,26.063,24.835,NaN,24.661,25.869,25.449,24.656,25.337,24.684,26.281,26.698,24.338,24.963,24.872,25.151,24.078,24.949,24.665,24.146,25.409,23.847,24.189,24.884,24.727,24.499,25.135,23.946,24.794,24.145,25.254,25.6,23.306,25.403,24.134,24.7,24.171,25.581,25.275,23.346,24.919,23.728
28.36,25.034,25.433,25.031,26.168,24.915,24.78,25.556,24.963,25.398,25.65,24.923,26.303,25.802,25.289,25.774,23.749,24.974,24.353,24.356,23.671,25.26,24.827,23.89,23.843,24.839,24.18,24.729,NaN,24.991,25.976,24.725,NaN,24.846,25.243,24.398,23.772,24.842,24.913,24.901,24.941,24.424,23.92,24.125,NaN,24.184
28.37,24.535,26.022,26.524,25.77,25.601,25.3,25.929,25.921,25.617,26.474,26.184,25.307,26.011,25.136,26.309,23.931,26.113,24.25,25.298,24.899,24.32,24.53,24.426,23.573,24.533,25.766,24.176,24.794,25.273,25.277,23.976,25.143,24.797,24.818,25.235,23.85,25.764,25.349,23.235,25.318,24.96,23.181,22.391,25.147,24.267
28.38,25.798,26.001,26.542,25.038,25.02,25.565,24.858,25.405,25.527,25.134,25.7,25.411,25.917,26.455,25.031,24.365,24.64,24.066,24.555,23.09,24.915,24.277,24.017,24.167,NaN,24.432,24.9,25.603,23.211,24.921,23.8,25.028,22.921,24.054,23.605,23.485,24.929,23.343,24,24.505,24.465,24.471,23.816,23.647,24.055
28.39,26.183,25.777,26.024,25.504,25.091,24.585,25.406,25.43,24.655,24.453,25.31,26.394,25.699,25.701,26.143,24.636,25.339,24.135,25.212,23.673,23.968,25.035,24.522,24.171,26.037,24.461,24.968,NaN,25.49,24.086,23.999,24.618,25.013,24.662,23.749,23.897,24.875,24.609,23.592,23.869,24.044,24.238,23.415,24.278,23.77
28.4,24.999,25.827,26.121,25.373,26.75,24.889,25.208,26.331,24.551,24.765,25.686,25.511,25.494,25.465,25.313,NaN,24.302,23.446,25.23,24.316,23.895,25.515,24.938,24.883,25.49,25.127,23.926,25.856,23.973,24.452,24.895,24.72,24.985,25.67,23.867,24.207,24.194,24.768,23.855,24.291,24.307,23.93,23.371,24.212,23.997
28.41,25.156,24.853,26.34,25.4,25.661,25.519,24.697,26.129,25.209,26.224,24.946,25.372,26.824,24.947,25.607,23.875,24.39,24.041,25.075,24.858,24.378,24.209,24.017,25.792,25.685,24.352,25.263,24.953,23.855,24.196,23.567,NaN,24.274,24.845,23.528,24.319,24.721,25.353,25.232,23.778,24.238,24.208,24.056,24.113,23.788
28.42,25.083,26.453,25.887,25.919,25.597,25.21,25.023,26.026,25.695,24.518,25.801,25.452,26.246,25.551,24.822,24.535,25.346,25.048,24.513,24.082,24.934,25.183,24.642,26.085,24.13,24.163,24.982,24.242,24.678,24.958,24.031,24.853,23.401,25.568,23.337,24.084,24.631,23.775,24.443,25.503,24.267,24.501,25.106,22.853,23.764
28.43,26.838,27.078,26.171,26.015,26.55,24.735,NaN,25.736,26.276,25.578,25.827,26.317,27.122,25.877,26.15,24.78,24.8,24.409,26.023,23.069,25.475,NaN,24.195,25.246,25.345,24.815,24.045,25.249,23.296,24.218,24.616,24.604,24.647,23.6,24.605,24.362,23.983,24.621,24.414,24.643,24.512,23.964,24.452,23.577,24.11
28.44,25.66,26.492,25.412,26.381,26.038,25.595,23.367,24.959,24.692,24.947,25.548,25.911,26.228,24.725,26.019,23.551,25.152,24.201,25.55,24.87,24.33,25.843,25.5,24.054,25.542,23.883,24.239,24.677,22.964,25.121,24.883,24.662,23.995,24.689,24.368,23.025,25.235,23.535,23.673,24.168,24.518,23.593,24.265,24.729,23.746
28.45,25.528,24.981,25.808,NaN,25.249,25.163,24.933,26.014,25.024,24.458,25.078,24.565,25.678,25.449,25.561,23.202,25.33,NaN,25.327,23.534,25.088,24.308,23.464,24.689,25.074,24.425,24.799,25.016,24.652,25.297,25.124,25.049,24.905,24.625,24.931,23.432,24.796,24.602,23.378,25.047,23.701,25.23,23.651,23.581,24.304
28.46,25.036,24.901,25.878,25.605,25.006,24.37,24.888,25.938,25.789,25.633,25.672,25.463,26.285,NaN,25.495,24.107,25.06,23.847,24.262,25.104,24.176,24.405,23.628,23.378,25.466,24.749,24.289,NaN,24.569,25.37,24.476,24.665,24.255,24.782,24.14,24.401,25.483,24.145,25.057,24.275,25.519,25.979,24.712,22.492,24.114
28.47,25.722,25.982,25.992,25.499,25.148,24.578,25.037,24.129,NaN,25.012,24.524,25.851,25.547,25.912,NaN,24.176,25.423,23.655,24.324,24.55,24.3,25.648,23.75,25.532,24.656,24.33,24.422,24.79,23.795,25.599,24.373,24.039,23.839,23.894,24.326,23.916,25.085,23.267,23.586,24.634,23.836,25.218,24.851,23.937,24.21
28.48,26.132,25.835,24.793,26.031,24.919,24.447,24.574,25.714,25.351,26.232,25.015,26.083,24.609,25.146,24.775,23.498,25.588,24.196,24.725,24.035,24.561,24.365,24.499,25.246,25.085,24.077,23.677,25.129,24.824,25.085,24.525,24.884,24.373,24.807,22.701,23.161,24.734,23.753,NaN,25.322,24.763,23.586,23.727,25.165,23.72
28.49,26.126,25.966,25.934,25.763,24.657,25.624,25.614,25.642,24.18,25.878,23.783,26.606,25.12,25.036,26.686,23.567,25.494,24.121,24.716,24.225,24.717,23.748,24.324,24.928,25.043,25.596,24.279,24.566,25.209,NaN,24.778,23.949,24.384,24.332,24.207,23.134,24.091,24.843,24.31,24.961,24.927,24.382,24.27,24.455,24.684
28.5,26.378,25.308,25.396,25.576,25.397,25.341,23.718,25.499,25.158,26.67,25.58,26.332,25.943,24.658,24.506,25,25.551,23.22,24.254,24.901,24.684,25.652,24.523,24.22,24.448,24.812,25.221,25.15,24.738,24.163,25.141,24.022,24.375,24.513,23.934,23.523,24.024,24.206,23.867,25.606,24.681,24.45,23.887,24.397,23.181
28.51,26.574,25.373,24.999,25.627,25.162,24.441,25.362,25.848,25.767,24.791,25.499,24.792,25.174,25.362,25.588,23.488,25.1,25.046,25.602,25.123,24.481,24.66,25.282,24.586,24.341,24.457,24.238,24.476,23.946,25.193,24.633,26.031,24.352,25.421,24.359,24.486,25.146,24.096,24.765,24.788,24.978,24.323,23.688,23.817,24.447
28.52,24.881,24.701,25.445,25.963,25.801,24.962,24.924,25.678,24.475,NaN,25.537,NaN,25.202,25.419,25.312,22.934,25.352,24.096,25.103,23.378,24.658,23.846,25.051,23.967,23.892,24.201,23.585,24.957,24.589,24.121,24.877,24.95,23.888,25.182,24.034,24.571,24.964,24.081,24.535,24.983,25.468,24.773,23.687,22.944,23.776
28.53,24.3,24.901,25.73,25.403,25.696,25.065,NaN,25.722,25.061,25.61,25.751,25.175,26.116,26.179,24.451,NaN,24.767,24.039,25.392,24.528,25.504,24.923,23.424,25.139,24.256,23.95,24.865,25.443,25.227,23.433,23.555,25.841,23.549,23.939,24.732,23.926,24.27,23.708,24.435,25.42,25.022,24,24.317,23.08,22.859
28.54,25.69,26.24,26.37,24.765,25.968,25.861,23.519,25.628,25.215,25.874,25.223,26.457,25.163,NaN,25.816,24.138,25.642,23.93,24.726,24.924,25.047,24.793,24.027,25.348,23.933,25.116,24.611,NaN,23.809,23.673,23.865,24.875,24.718,NaN,24.216,24.077,25.527,24.472,25.19,25.377,24.011,24.263,23.564,24.099,24.609
28.55,25.216,26.066,25.484,25.497,24.706,24.84,25.74,25.497,25.832,25.555,24.846,25.295,25.709,26.638,26.46,24.206,24.115,24.451,23.564,23.816,24.791,24.011,24.806,23.796,23.784,22.665,24.257,25.024,24.479,24.99,23.013,23.955,24.835,24.279,23.759,22.195,24.544,24.277,23.837,25.656,24.999,24.606,23.491,23.608,24.915
28.56,26.26,25.84,26.026,25.309,25.195,24.731,24.543,24.408,24.974,25.235,25.715,26.194,24.652,25.438,25.489,25.183,26.148,24.015,24.979,24.336,24.981,25.446,24.81,25.175,25.452,24.237,25.218,24.958,23.247,24.097,24.173,24.777,23.619,25.761,25.059,23.749,25.854,25.079,24.499,24.635,25.866,23.796,23.606,24.116,23.949
28.57,24.613,24.795,25.72,26.207,25.33,24.791,25.304,26.061,24.672,26.126,24.859,24.792,25.812,24.596,25.806,24.445,24.541,23.908,24.488,23.931,24.108,24.461,24.983,25.214,25.127,25.329,24.377,24.542,25.074,23.21,23.517,24.704,25.494,24.483,24.522,24.472,22.732,24.772,23.88,24.298,24.911,24.774,23.989,24.52,23.613
28.58,26.581,26.405,26.228,25.771,24.942,25.446,25.122,26.491,25.097,25.965,25.863,26.055,25.208,26.051,27.049,24.791,25.283,23.465,25.473,24.01,23.623,24.447,23.558,25.926,24.878,24.393,23.645,26.165,25.056,23.953,22.938,24.717,NaN,24.378,23.46,24.103,24.387,23.662,NaN,24.612,24.272,24.998,23.524,24.318,24.494
28.59,26.383,25.286,26.773,27,23.944,25.348,25.134,25.482,25.995,25.592,25.803,25.62,26.076,26.022,25.704,24.343,24.513,22.948,24.643,25.194,23.589,24.944,23.384,24.623,24.792,23.227,24.128,25.508,24.713,25.621,24.378,24.965,NaN,25.54,24.426,24.238,24.012,24.587,24.406,25.468,25.078,24.721,24.222,24.344,23.777
28.6,25.141,25.779,24.973,25.806,25.773,25.241,25.182,25.395,26.181,25.898,25.507,25.704,26.065,25.349,25.55,24.44,25.126,24.2,24.88,23.764,25.274,24.673,25.61,24.195,25.023,22.913,24.237,25.607,24.906,24.386,24.778,25.765,24.378,22.893,25.278,23.301,24.596,24.79,24.79,25.73,24.287,23.411,24.018,24.451,23.898
28.61,26.237,25.953,26.571,24.524,26.23,25.012,24.638,26.07,26.049,25.058,24.667,25.301,25.345,25.345,26.355,23.588,25.095,24.43,24.473,24.308,24.978,25.103,25.668,23.857,23.073,24.766,24.064,25.293,24.826,24.493,24.668,25.212,25.089,25.151,23.894,23.225,24.39,23.453,24.644,25.236,23.938,25.348,24.172,22.864,NaN
28.62,26.365,26.589,25.512,26.664,26.366,25.929,24.5,25.261,25.905,25.933,24.898,25.52,25.523,26.473,25.79,25.104,25.077,23.996,25.642,24.766,24.912,23.625,24.392,24.549,23.789,24.433,24.115,24.998,23.48,25.762,24.901,25.641,23.759,25.411,23.963,23.23,25.218,24.877,24.266,24.316,25.834,24.639,24.434,24.465,23.755
28.63,24.48,24.971,26.522,25.096,25.85,NaN,25.15,25.676,24.311,25.77,24.902,25.469,25.543,25.232,26.399,24.263,24.522,23.448,24.964,23.832,24.926,24.854,23.525,24.895,25.298,23.555,23.156,25.345,24.66,24.303,24.015,25.058,25.421,25.404,23.974,23.809,24.602,23.568,NaN,24.088,25.257,24.294,24.386,24.331,23.846
28.64,25.31,25.014,26.253,24.448,26.098,26.573,25.479,25.749,26.137,25.877,25.298,25.928,25.969,25.672,24.745,24.243,24.327,23.929,24.964,25.433,23.388,25.258,25.235,25.087,24.981,24.486,25.327,25.597,25.475,24.612,24.678,25.342,25.214,24.42,24.047,NaN,24.309,25.184,24.551,25.039,23.433,24.639,23.051,22.947,23.726
28.65,25.119,25.162,24.748,26.505,25.428,25.312,25.324,23.763,25.067,25.055,26.088,25.47,24.858,26.196,25.916,24.298,25.195,24.681,24.407,23.017,25.236,23.418,24.651,24.743,24.6,23.9,24.771,24.813,24.687,24.965,24.607,25.019,24.206,24.949,23.522,23.708,25.174,23.168,24.017,23.682,NaN,25.721,24.304,NaN,24.866
28.66,25.551,26.047,25.335,25.639,25.528,24.665,24.037,26.378,25.065,24.983,26.414,25.622,25.469,24.599,25.997,24.897,25.134,24.135,24.971,24.388,24.095,24.989,24.206,24.245,25.091,22.981,24.603,25.434,24.06,NaN,24.217,24.237,23.105,24.685,24.331,24.502,24.09,24.402,23.573,25.253,25.23,24.904,24.537,23.398,24.627
28.67,25.968,25.244,26.612,25.519,24.803,24.954,24.857,25.991,24.79,25.896,26.288,26.46,26.017,26.416,24.976,23.188,24.941,24.677,24.045,24.402,24.661,24.615,25.083,24.803,24.267,24.625,24.203,24.757,24.996,25.652,24.767,25.138,22.554,24.34,25.392,24.443,24.145,24.629,23.685,25.182,23.848,23.777,24.737,23.752,24.791
28.68,24.946,26.968,24.733,25.329,23.782,24.528,24.99,25.942,25.824,26.84,25.138,25.05,25.261,24.54,26.165,24.369,24.002,24.697,23.981,25.463,24.996,25.2,24.909,24.591,25.223,24.253,24.254,24.711,24.656,25.195,24.54,23.448,24.637,25.399,25.263,24.169,24.649,23.967,24.327,24.448,24.633,24.316,24.885,23.895,23.821
28.69,25.493,26.641,25.622,24.77,25.104,24.336,24.895,24.787,25.223,25.879,25.514,NaN,25.806,26.36,24.728,22.3,25.605,23.997,24.886,24.084,24.414,24.866,24.18,24.925,NaN,24.209,23.979,25.289,24.535,NaN,23.438,24.069,25.406,24.26,24.901,23.442,24.733,24.482,23.951,25.187,25.022,23.813,24.243,23.939,23.697
28.7,25.838,26.012,25.905,25.128,26.179,24.689,NaN,25.304,25.734,24.929,25.835,24.961,25.441,26.141,26.022,24.677,24.677,24.098,24.168,25.067,24.558,25.642,23.327,24.046,23.931,24.672,23.648,24.98,24.258,25.136,24.557,25.113,24.349,24.884,23.877,23.925,24.061,23.604,25.234,25.968,24.878,23.817,24.101,24.04,24.269
28.71,26.232,26.549,25.786,24.375,25.198,24.28,25.256,25.136,25.259,25.552,24.782,25.606,26.428,24.564,25.866,24.386,24.039,24.457,25.427,23.954,23.959,24.115,23.502,24.393,25.358,23.653,23.757,25.472,24.492,25.195,24.581,24.174,24.051,25.627,24.805,24.442,24.859,25.164,24.459,24.966,24.729,24.373,24.737,NaN,23.914
28.72,25.475,25.535,24.943,25.154,25.936,NaN,25.136,25.081,24.581,24.753,26.196,24.755,27.221,26.911,25.543,25.135,24.948,23.096,25.045,23.489,25.018,24.704,24.622,25.335,24.613,24.238,25.074,26.075,24.148,23.702,23.918,25.344,24.551,24.348,23.375,NaN,24.992,23.999,24.781,25.347,25.132,24.622,23.662,23.355,24.113
28.73,24.587,26.368,26.021,24.827,24.731,23.982,25.633,24.416,25.127,NaN,24.497,24.072,24.627,26.19,24.942,23.757,24.866,24.815,24.896,23.987,24.048,25.047,25.171,24.466,24.313,24.287,24.921,23.962,23.713,NaN,24.555,24.381,24.269,24.769,22.905,24.956,23.765,23.694,24.745,24.819,23.892,25.5,24.661,23.691,24.502
28.74,25.426,26.19,26.036,25.138,25.662,25.561,24.114,25.317,25.27,25.78,24.554,25.905,25.644,24.55,25.742,23.675,24.446,23.172,25.311,23.019,25.36,25.135,23.609,25.917,25.232,24.314,24.498,25.366,25.463,24.94,24.158,24.829,25.205,25.023,23.407,24.405,25.251,25.298,24.318,24.627,25.23,24.686,23.496,24.28,24.872
28.75,25.949,24.588,26.128,26.267,25.567,24.502,NaN,25.014,25.042,25.602,25.807,26.153,24.943,24.581,26.303,24.779,24.374,24,24.459,24.658,24.382,24.56,24.751,24.905,24.454,24.719,23.733,25.042,24.579,23.943,NaN,24.519,24.221,24.974,24.736,22.618,23.651,24.436,25.452,24.918,24.893,25.243,23.93,23.961,24.567
28.76,26.375,25.05,25.905,25.183,25.386,25.286,25.337,25.763,25.033,26.681,25.102,24.999,25.522,26.422,NaN,25.081,24.574,24.64,24.864,25.198,25.632,25.631,24.163,24.557,23.808,24.359,24.087,25.083,24.208,24.103,24.098,24.579,24.022,25.737,24.024,25.11,24.896,24.473,24.693,24.509,23.777,25.186,23.47,NaN,23.551
28.77,25.396,25.578,25.521,25.838,24.894,NaN,24.67,26.714,25.001,24.88,25.071,25.408,25.221,24.984,25.183,24.325,24.123,23.835,24.096,24.476,24.836,23.7,24.126,24.95,24.124,24.439,24.206,25.909,24.143,25.131,24.024,24.851,24.277,24.686,23.623,24.121,25.365,24.512,24.689,24.865,24.197,23.814,23.762,24.608,24.785
28.78,25.606,25.921,25.095,24.673,25.888,25.257,25.148,24.918,25.862,NaN,25.727,24.614,26.73,26.017,25.624,23.274,25.314,25.266,25.315,24.86,24.92,24.977,23.978,25.051,24.716,24.788,24.669,NaN,24.277,25.343,25.25,23.025,24.247,25.442,NaN,23.943,24.539,23.219,25.381,24.995,24.4,23.935,23.832,24.007,23.91
28.79,24.978,26.327,25.867,26.713,25.225,25.559,25.294,26.032,26.517,25.973,25.57,26.383,25.224,25.173,26.192,23,25.306,23.402,24.721,23.951,23.812,24.39,25.026,NaN,25.185,24.204,24.808,25.137,24.329,25.278,24.33,25.286,24.387,25.227,23.878,23.96,25.377,24.26,23.28,25.072,24.738,23.743,23.512,23.527,24.549
28.8,24.434,26.881,25.391,25.201,25.851,24.987,24.622,25.075,25.374,24.956,24.934,25.075,25.461,26.53,26.124,23.471,24.512,23.84,24.804,24.914,24.928,24.763,25.229,24.938,23.695,23.47,23.94,23.904,24.064,23.963,23.709,NaN,24.146,24.217,24.152,23.766,24.497,23.651,23.812,23.878,25.129,24.295,23.732,23.094,23.202
28.81,24.572,24.779,25.095,25.859,25.648,25.718,23.881,25.772,25.66,25.858,25.377,25.059,26.544,25.41,26.073,25.028,24.634,23.363,24.451,24.566,23.303,24.864,23.65,25.728,24.929,24.975,24.666,24.792,25.047,25.247,25.5,24.506,23.85,23.876,24.828,22.634,23.76,NaN,25.044,24.947,24.174,24.109,23.569,NaN,24.379
28.82,24.662,26.111,24.509,24.882,24.457,25.455,24.374,24.732,24.183,25.154,24.605,25.892,26.208,NaN,26.565,24.101,25.269,25.05,25.208,23.131,25.097,25.36,25.524,24.037,25.063,23.308,23.719,26.249,25.732,24.852,23.826,24.812,23.698,24.32,23.928,24.331,23.757,23.979,24.036,24.056,25.151,23.807,24.458,24.663,24.169
28.83,25.507,25.447,25.005,25.394,25.848,25.258,25.246,25.774,24.941,24.879,24.664,25.522,24.877,25.362,24.681,25.381,25.06,24.234,25.096,25.312,24.003,25.072,24.568,23.221,25.546,25.124,24.372,25.508,24.15,24.728,25.551,25.509,24.547,NaN,23.163,22.73,23.561,24.093,24.207,25.008,24.733,24.866,23.514,24.216,23.913
28.84,24.776,26.087,25.539,26.061,25.2,25.277,24.107,25.054,25.838,24.55,24.562,25.242,25.481,25.457,26.018,24.346,25.015,24.002,24.676,24.435,24.069,25.608,24.469,25.476,25.047,25.3,24.449,24.488,24.544,24.173,23.75,NaN,24.085,24.199,24.69,23.686,25.528,23.313,23.658,NaN,25.279,24.654,23.91,24.656,24.381
28.85,25.037,26.031,25.792,24.955,24.79,25.474,25.195,25.291,25.61,26.443,25.402,25.844,25.248,24.979,25.701,24.597,24.732,23.242,25.15,24.294,25.013,24.498,25.249,24.481,25.016,24.733,24.439,24.266,24.379,25.001,24.434,24.713,24.635,24.715,24.667,24.166,24.15,24.646,24.87,25.657,25.159,23.323,24.956,24.069,23.908
28.86,25.604,25.266,25.836,25.44,25.999,25.507,25.461,25.896,25.749,NaN,25.408,25.465,27.072,24.514,26.22,23.828,26.111,24.075,25.233,23.837,24.731,25.015,24.644,24.105,24.838,24.897,24.284,24.648,24.301,25.235,24.469,24.935,23.726,24.76,24.543,23.782,24.884,23.298,24.365,25.906,23.918,23.456,25.722,24.069,24.225
28.87,25.748,26.402,26.694,25.687,25.179,24.595,24.136,24.933,25.099,25.636,25.5,25.508,25.612,26.245,24.806,22.959,25.252,24.221,25.214,24.18,24.758,25.818,22.935,24.81,23.813,24.912,24.621,NaN,25.487,23.877,NaN,23.359,24.682,24.468,23.87,22.665,25.347,NaN,23.651,24.623,25.302,24.454,24.492,24.05,23.38
28.88,26.139,25.854,25.15,26.363,25.903,23.857,26.065,24.938,26.934,24.798,24.778,25.743,24.893,25.958,26.507,NaN,24.634,NaN,24.339,24.416,23.958,24.68,24.534,25.123,24.412,22.9,24.459,25.222,25.924,25.058,23.661,25.199,24.627,25.953,NaN,23.447,NaN,24.656,24.472,23.929,24,24.954,24.075,23.985,23.904
28.89,25.717,26.267,26.444,25.008,25.434,25.74,24.814,25.963,25.217,25.369,26.216,26.939,25.775,25.348,24.673,23.961,24.944,23.03,24.333,25.781,24.154,24.721,24.282,23.63,24.617,24.325,25.204,24.557,24.478,23.547,25.06,24.991,23.18,24.788,25.12,23.606,24.57,24.595,23.489,25.105,25.457,23.774,24.48,23.725,24.265
28.9,26.313,26.12,26.235,25.281,24.586,24.75,NaN,26.115,24.265,25.956,25.046,26.238,25.263,25.678,26.214,24.158,24.639,24.854,24.539,23.648,23.831,24.923,24.902,NaN,24.084,24.568,24.887,24.798,25.388,24.379,24.64,24.227,23.829,24.822,24.223,23.222,26.293,25.308,23.901,25.01,24.633,24.988,24.767,25.593,24.724
28.91,25.528,24.926,26.428,26.202,25.045,24.419,24.899,25.346,24.685,25.033,24.642,25.226,25.628,25.663,25.585,24.372,25.131,24.58,25.93,25.438,24.833,23.47,24.394,25.874,24.129,23.822,24.264,24.844,23.786,24.762,NaN,24.786,24.517,24.703,25.014,24.875,24.125,24.608,24.358,25.164,24.173,24.392,23.742,24.788,23.853
28.92,26.351,25.383,26.508,25.422,26.546,26.084,25.354,25.263,26.06,26.555,25.561,25.531,25.562,25.797,NaN,24.094,26.024,24.964,25.427,23.777,24.132,24.768,24.848,25.397,24.376,24.529,23.507,25.287,23.873,25.194,24.644,24.66,22.955,25.478,24.234,24.323,24.576,24.409,24.607,25.525,24.285,23.853,24.791,24.373,23.942
28.93,25.673,24.592,26.613,25.569,25.923,25.142,25.018,25.599,25.636,25.994,25.295,26.246,26.029,NaN,25.341,25.495,25.18,23.699,25.636,23.823,24.32,25.399,24.195,24.603,23.999,25.125,24.095,25.461,24.783,24.681,24.538,24.962,24.213,25.46,24.056,23.652,24.93,24.512,24.594,24.074,24.722,24.907,24.562,24.696,23.351
28.94,25.605,25.666,25.807,25.93,24.832,25.207,25.05,25.489,25.939,26.274,26.367,26.16,25.678,26.889,26.102,25.479,25.547,24.64,23.827,25.547,24.392,25.593,24.511,NaN,24.544,24.434,23.98,24.344,24.756,24.693,24.944,24.846,23.783,24.07,23.467,22.084,25.209,24.058,24.381,25.603,25.074,23.998,23.612,24.29,23.748
28.95,25.187,24.88,26.243,25.606,25.803,24.802,25.681,24.095,25.976,25.996,25.149,26.285,24.979,25.192,25.593,23.648,25.909,23.648,25.292,24.481,24.828,25.054,24.223,25.09,24.503,24.895,24.519,24.8,23.818,24.913,23.867,23.399,24.486,25.39,24.819,23.5,24.67,23.885,24.276,23.456,23.626,25.103,23.5,24.405,24.672
28.96,25.466,24.782,25.699,25.099,26.13,24.929,26.163,24.765,25.404,25.896,24.921,26.101,NaN,25.122,25.737,25.4,24.624,24.642,23.66,24.236,24.204,24.416,24.617,24.386,25.015,24.305,24.082,23.979,24.136,24.704,24.322,24.766,24.646,25.383,24.728,24.49,24.777,24.643,24.356,24.622,24.649,24.876,23.292,23.129,22.792
28.97,25.882,25.417,26.369,26.549,25.063,25.036,25.261,25.463,25.385,25.366,25.438,26.207,24.973,26.402,26.234,25.224,24.836,24.367,24.606,23.566,24.192,24.206,23.763,24.757,24.815,23.601,23.581,24.608,24.482,23.544,25.181,24.496,25.555,25.592,24.228,NaN,24.55,NaN,24.668,24.895,24.402,23.792,24.514,23.891,24.227
28.98,25.536,25.789,25.158,25.302,26.301,24.499,25.848,26.302,26.103,25.533,24.779,26.117,25.211,25.01,25.231,24.12,26.017,24.343,25.428,23.731,25.359,25.747,24.881,24.49,24.651,24.303,24.588,24.911,24.518,24.727,23.581,26.076,24.472,25.304,24.31,23.74,25.099,24.295,24.329,25.139,25.111,24.926,24.014,24.627,24.677
28.99,26.446,25.373,25.152,26.105,25.924,24.665,24.315,24.851,NaN,24.995,25.775,24.922,NaN,25.983,25.784,24.813,23.217,25.054,24.109,24.785,25.695,24.03,24.496,24.172,25.192,23.471,24.877,25.416,24.527,24.636,24.044,24.636,24.018,25.449,24.588,24.624,24.768,23.979,24.044,24.373,25.068,23.802,24.532,23.574,23.926
29,25.799,25.736,26.284,NaN,24.516,25.3,25.232,26.152,25.43,26.216,26.051,25.65,25.585,24.23,25.832,24.366,24.976,23.555,25.426,24.915,23.777,24.021,23.652,24.865,24.612,24.145,25.183,23.781,23.976,23.801,25.236,25.284,24.196,25.158,23.933,23.939,25.814,24.742,24.154,24.63,25.118,24.306,24.89,24.81,24.135
29.01,26.011,25.314,25.73,24.457,25.5,24.583,NaN,24.53,24.656,26.009,25.524,25.419,25.556,26.493,26.352,24.289,25.579,24.224,26.043,24.779,24.672,24.882,25.027,25.214,25.644,25.375,24.161,24.994,24.456,25.48,23.959,25.296,24.112,23.994,24.713,23.553,24.453,23.492,23.597,24.681,25.229,24.145,24.421,23.573,24.461
29.02,25.893,26.334,26.246,25.338,26.509,26.178,25.177,26.001,24.864,25.922,24.977,25.141,26.252,25.044,25.287,24.981,26.005,24.869,25.15,23.753,23.469,24.614,24.618,25.109,25,23.934,24.741,25.097,25.337,NaN,NaN,25.077,24.102,25.182,23.684,24.984,25.816,25.019,24.233,NaN,25.602,24.334,23.957,24.156,23.223
